l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1249,55,1,3,4,3,3,6,1,2,,1,2,7,6,1,2,1,1,1,2,Jharkhand,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Disagree,Experiment 4 - Treatment 1,,6,6,3,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,3,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,5,2,2,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1252,55,2,4,5,4,1,6,1,1,1,,2,6,5,1,1,2,2,2,2,Maharashtra,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Somewhat oppose,Independence,Self-Reliance,To be well-behaved,To have good manners,Disagree,Experiment 4 - Treatment 1,,6,4,2,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,1,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,2=Disapprove Somewhat,1,5,4,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1253,62,1,3,4,2,1,6,1,1,1,,1,7,10,1,1,4,3,1,3,Tamil Nadu,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,7,7,1,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,1,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,1= Disapprove strongly,1,1,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1254,64,1,4,4,3,1,6,4,1,0,,1,7,8,1,2,1,1,1,1,Andhra Pradesh,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Support somewhat,Independence,Obedience,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,3,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,2,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,2=Disapprove Somewhat,3,6,3,3,3,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1256,25,2,2,3,7,3,6,4,2,,0,1,4,4,2,1,3,3,2,3,West Bengal,Agree,Unchecked,Unchecked,Checked,Checked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Independence,Obedience,To be considerate,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,5,4,2,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,2,2,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,1,2,1,1,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1257,20,1,2,2,1,6,6,3,2,,0,1,4,5,2,1,1,3,2,4,Tamil Nadu,Strongly disagree,Unchecked,Checked,Unchecked,Checked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Indifferent,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Disagree,Experiment 4 - Treatment 1,,3,3,4,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,7,1,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,1= Disapprove strongly,5,5,5,6,6,Never,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1258,24,2,6,6,5,6,6,4,2,,0,1,7,8,1,3,3,2,2,2,Telangana,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Somewhat oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,5,5,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,1,7,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,1,4,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1259,41,1,1,1,2,1,6,3,1,0,,2,7,10,1,4,1,1,2,4,Andhra Pradesh,Strongly agree,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Never,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1260,26,2,9,8,3,1,6,4,2,,0,2,4,3,3,1,2,2,2,1,Maharashtra,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Support somewhat,Independence,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,6,7,2,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,4,5,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,2,4,1,1,1,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1261,35,2,7,5,8,1,6,2,2,,0,1,5,8,2,1,1,3,1,2,Maharashtra,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,5,4,3,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,6,3,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,1,3,1,1,1,Sometimes,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1262,35,2,7,4,7,1,6,2,1,0,,1,6,6,1,2,1,3,1,2,Maharashtra,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,5,5,3,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6,3,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,3=Approve Somewhat,2,3,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1263,18,1,3,3,1,6,6,4,1,1,,2,7,8,3,4,2,2,2,3,Uttar Pradesh,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,6,6,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,4,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,5,4,3,4,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1264,33,2,3,1,2,1,6,1,2,,0,1,7,10,1,1,1,4,1,3,Maharashtra,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,7,7,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1265,33,2,4,4,1,1,6,2,1,1,,1,7,8,2,4,3,2,2,2,Maharashtra,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly  oppose,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,4,4,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,2=Disapprove Somewhat,6,5,2,5,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1266,28,1,10,7,8,6,6,2,2,,0,1,6,8,1,2,1,3,1,2,Maharashtra,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 1,,5,5,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,7,6,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,4=Approve Strongly,6,6,6,6,4,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1267,33,1,3,4,2,1,6,2,1,1,,1,7,5,1,4,2,2,1,3,Karnataka,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,5,5,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,6,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,3,5,2,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1268,25,1,2,4,6,6,6,1,2,,1,1,7,7,1,1,1,4,1,4,Jharkhand,Strongly agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly support,Strongly support,Independence,Obedience,To be well-behaved,To have curiosity,Strongly agree,Experiment 4 - Treatment 1,,5,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,4,India can trust other nations,Not at all superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,4,5,5,5,4,Never,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1270,22,2,3,5,3,6,7,4,2,,0,1,2,9,1,1,4,4,1,4,Maharashtra,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly  oppose,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 2,,7,7,5,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,6,2,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,2,2,2,2,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
